,Palabras,+Women,+Women (valores),+Men,+Men (valores),+Tokio,+Tokio (valores),+Japan,+Japan (valores)
10083,Sovereign,Smaller,0.5648714900016785,large,0.5565041303634644,large,0.4623379409313202,Larger,0.5134949088096619
10084,Soviet,Olympics,0.7627286911010742,Olympics,0.7544140815734863,Olympics,0.5557723045349121,Beijing_Olympics,0.7052128911018372
10085,Soviet_Union,disclose,0.5773699283599854,disclose,0.524124026298523,disclose,0.4505515396595001,specific,0.5056909322738647
10086,Soviets,converted,0.6105554103851318,convert,0.6448452472686768,converted,0.5492297410964966,convert,0.5136486291885376
10087,Sox,Melissa,0.7514349818229675,Melissa,0.6286094188690186,Roxanne,0.5990287065505981,Julie,0.5925194025039673
10088,Spa,amazing,0.6495712995529175,incredible,0.6549007892608643,phenominal,0.5174819827079773,incredible,0.5953960418701172
10089,Space,Arctic_Ocean,0.6707913279533386,Arctic_Ocean,0.6313800811767578,Artic,0.5461390018463135,Arctic_Ocean,0.5952644348144531
10090,Space_Agency,tallies,0.5304114818572998,stats,0.5517308115959167,tally,0.44095638394355774,total,0.4551158845424652
10091,Spain,forecasts,0.6226154565811157,predicting,0.6277838945388794,predicting,0.4013231098651886,forecasts,0.6057460904121399
10092,Spaniard,Jennifer,0.6779848337173462,Mindy,0.5926324725151062,Genieve,0.5612545013427734,Jennifer,0.5142816305160522
10093,Spaniards,Corresponding,0.526095986366272,preceding,0.4243411421775818,H#####,0.39438432455062866,comparable,0.43073683977127075
10094,Spanish,Ramirez,0.687140941619873,Martinez,0.6888891458511353,Ramirez,0.5652252435684204,Ramirez,0.57728511095047
10095,Sparks,bad_cholesterol_LDL,0.6506232619285583,LDL_cholesterol,0.6577807664871216,LDL,0.5087186098098755,LDL_cholesterol,0.5746310353279114
10096,Sparta,sheer_volume,0.4810025990009308,sheer_audacity,0.5157224535942078,Sheer,0.4524911940097809,inversely_proportionate,0.42727094888687134
10097,Spartan,Earnestine,0.5762900114059448,Kenny,0.6087883710861206,Johnny,0.5517431497573853,Donnie,0.43775367736816406
10098,Spartanburg,arbitrators,0.6153046488761902,salary_arbitration,0.5911074876785278,arbitrator,0.4842836558818817,salary_arbitration,0.5388444662094116
10099,Spartans,contesting,0.5480365753173828,contesting,0.562553346157074,contesting,0.4756961762905121,hotly_contested,0.4582149088382721
10100,Spc,storming,0.5508835315704346,storming,0.6609708666801453,barged,0.5130214691162109,storming,0.5101588368415833
10101,Speak,consequently,0.599360466003418,therefore,0.5906796455383301,infact,0.4529117941856384,therefore,0.5605286955833435
10102,Speaker,Fortunes,0.5064548850059509,fortune,0.5066646933555603,flagging_fortunes,0.39916133880615234,Fortunes,0.4365695118904114
10103,Speakers,outing,0.5914073586463928,outing,0.6495651602745056,outing,0.5240945219993591,outing,0.5110787749290466
10104,Speaking,freights,0.6089684963226318,Freight,0.6069035530090332,Freight,0.5408496260643005,containerized_freight,0.5435747504234314
10105,Spears,containerized_cargo_carried,0.5503581762313843,containerized_cargo_carried,0.5105428099632263,containerized_cargo_carried,0.4625832140445709,Inclusive,0.4697762429714203
10106,Special,Junk,0.5194869041442871,Junk,0.5420576333999634,Junk,0.46752166748046875,junkiest,0.4662413001060486
10107,Special_Forces,Stuckey,0.50041663646698,Smith,0.5364264845848083,McCraine,0.4655779004096985,Richardson,0.48488178849220276
10108,Special_Olympics,Livni,0.7194154858589172,Prime_Minister_Benjamin_Netanyahu,0.7123949527740479,Qurei,0.5038727521896362,Prime_Minister_Benjamin_Netanyahu,0.6795319318771362
10109,Special_Operations,Arab,0.6239022016525269,Israelis,0.6041233539581299,Moslems,0.48659956455230713,Palestinians,0.613103985786438
10110,Specialist,leans,0.5692756772041321,leans,0.5450273156166077,leans,0.5087727904319763,tilting,0.44125545024871826
10111,Specialty,Guests,0.6201619505882263,Guests,0.547584056854248,Vistors,0.4806285798549652,Attendees,0.4986712336540222
10112,Specific,Warming,0.5515932440757751,Warming,0.5752006769180298,Warming,0.4576025903224945,Warming,0.4796394109725952
10113,Specifically,www.basicenergyservices.com,0.5278719663619995,basic,0.5161093473434448,www.basicenergyservices.com,0.45002520084381104,basic,0.5159044861793518
10114,Specter,hedge_fund,0.6816716194152832,hedge_fund,0.7064211368560791,hedge_fund,0.6133233308792114,hedge_fund_managers,0.5805188417434692
10115,Spector,sailor,0.6025540828704834,seamen,0.6181958913803101,sailor,0.5357563495635986,yachtsmen,0.508026123046875
10116,Spectrum,CD,0.6617588400840759,CD,0.6436546444892883,CD,0.60214763879776,DVDs,0.5244295597076416
10117,Speculation,supposition,0.51899254322052,assuming,0.506308376789093,supposition,0.44968611001968384,expectation,0.47763919830322266
10118,Speech,Heightened,0.5679296851158142,Heightened,0.5857641100883484,Heightened,0.4092818796634674,Heightened,0.5434907674789429
10119,Speed,authentically,0.6318866610527039,authentically,0.5664181709289551,authentically,0.5367838144302368,Miranda_Lambert_coronation,0.5064212679862976
10120,Speedway,Photographers,0.6425378918647766,photographer,0.6044509410858154,photographer,0.5881619453430176,Photographers,0.52256178855896
10121,Spence,trickier,0.6171932816505432,trickier,0.6297621726989746,trickier,0.4656980633735657,trickier,0.5686845779418945
10122,Spencer,taxis,0.651235044002533,taxi_cab,0.6333338022232056,cab,0.5734653472900391,taxis,0.5761966109275818
10123,Spend,keyboards,0.6441909074783325,keyboards,0.6578256487846375,keyboards,0.5836540460586548,trackpad,0.5370409488677979
10124,Spending,shipping_Agile_InSite,0.5634514093399048,unloading,0.5024830102920532,Packing,0.49600207805633545,shipping_Agile_InSite,0.4410490095615387
10125,Spice,flys,0.5008962154388428,flys,0.5807278156280518,flys,0.4896734952926636,fly,0.46263277530670166
10126,Spider_Man,Russian,0.6607967615127563,Ukranian,0.6785048246383667,Ukranian,0.5973248481750488,Ukraine,0.7078417539596558
10127,Spielberg,unclear,0.6072063446044922,Unsure,0.578890860080719,unclear,0.4604094922542572,uncertain,0.5296176075935364
10128,Spike,statistics,0.6433362364768982,stat,0.6194249391555786,stat,0.5075475573539734,statistics,0.5252909660339355
10129,Spirit,After,0.4560621976852417,After,0.48503097891807556,Immediately,0.40195557475090027,After,0.40794092416763306
10130,Spirits,sprints,0.6095091104507446,sprints,0.6506220698356628,sprints,0.5485192537307739,sprinting,0.5079345703125
10131,Spitzer,RBI_single,0.776451587677002,sac_fly,0.7717380523681641,sac_fly,0.6411741971969604,RBI_single,0.6436233520507812
10132,Split,verge,0.6249043941497803,verge,0.6573852300643921,verge,0.5412036776542664,precipice,0.5352077484130859
10133,Spokane,range,0.555389404296875,range,0.6330089569091797,range,0.43754446506500244,range,0.5487681031227112
10134,Spokesman,Woods,0.5680321455001831,Howell,0.5492162704467773,McGinley,0.47624099254608154,Poulter,0.49434715509414673
10135,Sponsor,Kazakstan,0.666244387626648,Kazakh,0.6483933925628662,Kazakh,0.5362691879272461,Russia,0.6699116230010986
10136,Sponsored,Chaired,0.6512500047683716,Chaired,0.6784026026725769,Chaired,0.5809726715087891,Chaired,0.5254464149475098
10137,Sponsors,railroads,0.6456787586212158,railroads,0.639493465423584,Railroad,0.574195146560669,railroads,0.5816367268562317
10138,Sport,preciseness,0.507103681564331,pinpoint_accuracy,0.5532459616661072,precision_machining,0.40988653898239136,pinpoint_accuracy,0.49068930745124817
10139,Sporting,Holds_Slim,0.48218637704849243,Leads,0.5086700916290283,Recaptures,0.4464152753353119,Holds_Slim,0.4266892671585083
10140,Sports,amazement,0.5434662103652954,amazement,0.5622863173484802,delights,0.4207128584384918,amazement,0.5015096664428711
10141,Sports_Complex,animal,0.637438178062439,animal,0.5628939867019653,Animal_Control,0.4921135902404785,animal,0.5412909388542175
10142,Sports_Editor,church,0.6785171627998352,congregants,0.645482063293457,church,0.5756505131721497,congregations,0.5605998039245605
10143,Sports_Illustrated,Mettler_Toledo_Hi,0.47809335589408875,speed,0.507910430431366,Mettler_Toledo_Hi,0.42972713708877563,speed,0.44455334544181824
10144,Sports_Network,Forbes_magazine,0.5468978881835938,Forbes_magazine,0.5674338340759277,Forbes_magazine,0.4680359959602356,Kurt_Badenhausen,0.46494394540786743
10145,Sports_Writer,distinctively,0.574926495552063,instantly_recognizable,0.5789226293563843,distinctively,0.5021997094154358,unique,0.5028497576713562
10146,Spot,Privately_held,0.6542984247207642,Privately_held,0.602285623550415,Privately_held,0.5221676230430603,Privately_held,0.5243558883666992
10147,Spotlight,tumbles,0.5610030889511108,jump,0.6128345727920532,climbs,0.4671569764614105,jump,0.5336294174194336
10148,Sprague,highlighted,0.599818766117096,highlighted,0.6322569847106934,highlighted,0.47162526845932007,highlighted,0.5502374172210693
10149,Spread,bulls,0.6583235263824463,raging_bull,0.6246894598007202,bulls,0.5170066356658936,bulls,0.5448336601257324
10150,Spring,Red_Sox,0.654539167881012,Red_Sox,0.6706808805465698,White_Sox,0.49879783391952515,Red_Sox,0.6441541314125061
10151,Spring_Training,Stretching,0.5838562250137329,stretched,0.6193913221359253,stretched,0.5033590197563171,stretches,0.4792534112930298
10152,Springboks,PCEF_Account_Code_GPO,0.5432820320129395,PCEF_Account_Code_GPO,0.5272654294967651,Defense_attorney_Irven,0.4518889784812927,PCEF_Account_Code_GPO,0.4527917206287384
10153,Springdale,songs,0.7225147485733032,songs,0.6819027662277222,songs,0.5894657373428345,songs,0.5806187391281128
10154,Springer,patrol,0.6179883480072021,patrolling,0.7048553228378296,patrolling,0.5640645027160645,Patrols,0.5138773918151855
10155,Springfield,Trainers,0.6241327524185181,trainer,0.6351462602615356,trainer,0.5364555716514587,Trainers,0.5066947937011719
10156,Springs,Delgado,0.6265170574188232,Reyes,0.7011270523071289,Pillado,0.5795419216156006,Reyes,0.5734144449234009
10157,Springsteen,criminally_prosecuted,0.5839924812316895,prosecute,0.5645997524261475,prosecute,0.47042548656463623,criminally_prosecuted,0.48603036999702454
10158,Sprint,central_bank,0.6566641330718994,central_bank,0.5880913734436035,central_bank,0.4743049740791321,looser_monetary,0.5871285796165466
10159,Sprint_Cup,Colchester,0.6324219703674316,Coventry,0.6374931335449219,Colchester,0.519792914390564,Britain,0.5394932627677917
10160,Sprint_Nextel,tomorrow,0.45674651861190796,tomorrow,0.5661494731903076,Tommorrow,0.4572245478630066,boxier_Car,0.4478418231010437
10161,Spurrier,Rutland,0.5615532994270325,Rutland,0.5591559410095215,Shawmut_Avenue,0.49530988931655884,Vermont,0.5111258029937744
10162,Spurs,Logging,0.575710654258728,Logging,0.6120470762252808,Logging,0.5412681102752686,Logging,0.4506079852581024
10163,Squad,publically_traded,0.5404421091079712,publically_traded,0.6025604009628296,publically_traded,0.5266183614730835,Amex_HEV,0.46505099534988403
10164,Square,dubbed_Operation,0.6433556079864502,dubbed_Operation,0.6991803050041199,operation_codenamed,0.5702797174453735,dubbed_Operation,0.5539501905441284
10165,Sr.,grabbed,0.5611804723739624,grab,0.6223882436752319,grabbed,0.5229477882385254,grab,0.4520074725151062
10166,Sri_Lanka,notorious,0.6010563373565674,notorious,0.6503769159317017,notorious,0.5233919620513916,notorious,0.5190160274505615
10167,Sri_Lankan,Carolyn,0.7679585218429565,Judy,0.6510429382324219,Lorraine,0.6414321660995483,Susan,0.5980035066604614
10168,Srinagar,illegal,0.5140799880027771,illegal,0.5485917329788208,unlawful,0.44178450107574463,illegal,0.45315220952033997
10169,St,Jennifer,0.7557889223098755,Brenda,0.653576135635376,Veronica,0.6000396013259888,Jennifer,0.6094515323638916
10170,St.,Duhon,0.4812803268432617,Mike_Czok,0.5364668965339661,Schulyer,0.45857101678848267,North_Carolina,0.4699856638908386
10171,St._Augustine,cushions,0.5027034878730774,buffer,0.48399901390075684,buffer,0.3848227858543396,lead,0.4360855519771576
10172,St._Clair,casual_gamers,0.6845446228981018,gamer,0.6993730068206787,gamer,0.5383581519126892,hardcore_gamers,0.5804905891418457
10173,St._Cloud,Arabic_language,0.6424686312675476,Arabic_language,0.6585431098937988,Arabic_language,0.4868120849132538,Arabic_language,0.595081090927124
10174,St._Francis,protest,0.7069236040115356,protest,0.6787404417991638,protest,0.5613842010498047,protest,0.591447651386261
10175,St._Johns,tumors,0.7140084505081177,tumors,0.6757014989852905,tumors,0.5223766565322876,tumors,0.6309887766838074
10176,St._Jude,Roman_Catholic_Church,0.7067642211914062,Roman_Catholic_Church,0.6978862285614014,Roman_Catholic_Church,0.5642558336257935,Roman_Catholic_Church,0.6068540811538696
10177,St._Louis,DVD,0.6778523921966553,DVD,0.662765383720398,DVD,0.5620009899139404,Krazy_Kudzu_Follies,0.5564237833023071
10178,St._Louis_Cardinals,exiled,0.5686783790588379,exiled,0.6626814603805542,exiled,0.5262922644615173,exiled,0.501497209072113
10179,St._Louis_Rams,historic_preservation,0.6175965070724487,preserving,0.6157971620559692,historic_preservation,0.502714991569519,conservation,0.4703456163406372
10180,St._Lucie,poverty_stricken,0.608146607875824,poor,0.5652942657470703,poverty_stricken,0.45357489585876465,poorer,0.5530091524124146
10181,St._Petersburg,philanthropic,0.6563559770584106,philanthropic,0.6016790866851807,philanthropic,0.5089495778083801,charitable_organizations,0.5717319250106812
10182,St_Andrews,CORRECTED_UPDATE,0.697209894657135,CORRECTED_UPDATE,0.6562972068786621,BRIEF,0.5465883612632751,WRAPUP,0.6187297701835632
10183,St_Kilda,inappropriate,0.5721959471702576,Improper,0.5060426592826843,unlawful,0.43640825152397156,impermissible,0.5007020235061646
10184,Stable,heavy_rains,0.6924232244491577,heavy_rains,0.6801893711090088,heavy_rains,0.5583622455596924,heavy_rains,0.5844190120697021
10185,Stacey,riots,0.5618561506271362,rioting,0.6088612079620361,rioting,0.4696634113788605,rioting,0.5017089247703552
10186,Stack,purposely,0.6944370269775391,deliberately,0.6474910974502563,purposely,0.5469075441360474,deliberately,0.5811545252799988
10187,Stacy,screening,0.5645379424095154,screening,0.519372820854187,Screened,0.44847404956817627,screening,0.4867379367351532
10188,Stadium,Flyers,0.5049014687538147,sniper_Steven_Stamkos,0.5861344337463379,Lightening,0.4970453083515167,Capitals,0.501387357711792
10189,Staff,configurations,0.6634656190872192,configurations,0.6362708806991577,configurations,0.5173913240432739,configurations,0.5634498596191406
10190,Staff_Reporter,Peggy,0.6193610429763794,Dennis,0.6105319261550903,Merle,0.5172019600868225,Jim,0.4660707116127014
10191,Staff_Sgt,IMF,0.7608519196510315,IMF,0.7323360443115234,IMF,0.594904899597168,IMF,0.6474592685699463
10192,Staff_Writer,forbid,0.7407099008560181,forbid,0.7019016742706299,forbid,0.6233931183815002,prohibiting,0.5782257914543152
10193,Staff_writer,quantities,0.5922122001647949,quanity,0.5626006722450256,quantities,0.4449848234653473,quantities,0.4960571527481079
10194,Stafford,laboratory_experiments,0.6083785891532898,experiment,0.6227930188179016,Experiments,0.4746575951576233,laboratory_experiments,0.5567926168441772
10195,Stage,traps,0.5745745897293091,traps,0.6372338533401489,traps,0.45758718252182007,traps,0.5506958961486816
10196,Stakes,inaccessible,0.42806872725486755,absent,0.420261949300766,Strini,0.3688008487224579,available,0.3864682614803314
10197,Stalin,Amanda,0.6806492209434509,Kyle,0.6814916133880615,Jorell,0.5656976699829102,Josh,0.5331128835678101
10198,Stamford,misled,0.5727046132087708,perjured_himself,0.5557960867881775,misled,0.45904964208602905,misled,0.48038017749786377
10199,Stamford_Bridge,awoke,0.7113406658172607,awoke,0.6929435729980469,awoke,0.6140587329864502,awoke,0.5533791780471802
10200,Stan,£_#.#bn,0.7748909592628479,£_##m,0.7952055335044861,£_##m,0.6204026341438293,£_#.#bn,0.7344323396682739
10201,Stand,penalize,0.6453521847724915,penalize,0.663860023021698,penalize,0.49907147884368896,penalize,0.5885943174362183
10202,Standard,Australian,0.63758385181427,Kiwi,0.6552541255950928,Kiwi,0.46655794978141785,Australian,0.6617011427879333
10203,Standard_&,balance,0.49386847019195557,balance,0.5239148139953613,Balances,0.38110631704330444,balance,0.4718809127807617
10204,Standard_Chartered,used,0.5469714403152466,utilize,0.6145896315574646,utilize,0.46504586935043335,utilizing,0.5040073990821838
10205,Standards,Kofi_Annan,0.6263863444328308,Kofi_Annan,0.6035140156745911,Kofi_Annan,0.48359793424606323,United_Nations,0.5533857345581055
10206,Standing,criticizing,0.6026410460472107,lambast,0.6481952667236328,lambast,0.5253186225891113,criticizing,0.5909767150878906
10207,Stanford,livid,0.5743163228034973,livid,0.5958861112594604,livid,0.4962995648384094,livid,0.4782514274120331
10208,Stanley,breakwater,0.5430793762207031,harbors,0.5738625526428223,pier,0.47685134410858154,harbors,0.46480581164360046
10209,Stanley_Cup,hinting,0.6648406982421875,hinting,0.6878857612609863,intimated,0.5281932353973389,hinting,0.6226319074630737
10210,Stanton,playscape,0.6414241790771484,playgrounds,0.6228653192520142,Playground,0.5455361008644104,playgrounds,0.5791123509407043
10211,Staples,Qualification,0.6026602983474731,Qualification,0.6442055702209473,Qualification,0.4973681569099426,Qualification,0.5400442481040955
10212,Staples_Center,confining,0.48379018902778625,confine,0.4991481900215149,confine,0.4514617323875427,United_States,0.409557580947876
